What was Stonehenge?	A burial mound	A gathering place for seasonal ceremonies	A medieval castle	A Roman fort	B	The first farmers arrived in Britain about 6,000 years ago. These people built houses, tombs and monuments on the land. One of these monuments, Stonehenge, still stands in what is now the English county of Wiltshire. Stonehenge was probably a special gathering place for seasonal ceremonies.	../src/online/a_long_and_illustrious_history/early_britain/00.json	
Who was St Augustine?	A military leader	The first Archbishop of Canterbury	A king of England	A Viking	B	St Augustine led missionaries from Rome, who spread Christianity in the south of Britain. St Augustine became the first Archbishop of Canterbury.	../src/online/a_long_and_illustrious_history/early_britain/00.json	
Which Roman Emperor built a wall in the North of England to keep out the Picts?	Augustus	Nero	Hadrian	Claudius	C	Areas of what is now Scotland were never conquered by the Romans, and the Emperor Hadrian built a wall in the north of England to keep out the Picts (ancestors of the Scottish people).	../src/online/a_long_and_illustrious_history/early_britain/00.json	
How many years ago did Britain become separate from the continent?	1,000	10,000	100,000	1,000,000	B	Britain only became permanently separated from the continent by the Channel about 10,000 years ago.	../src/online/a_long_and_illustrious_history/early_britain/00.json	
In what year did the Norman invasion of England by William, Duke of Normandy, take place?	1266	1166	966	1066	D	In 1066, an invasion led by William, the Duke of Normandy (in what is now northern France), defeated Harold, the Saxon king of England, at the Battle of Hastings.	../src/online/a_long_and_illustrious_history/early_britain/00.json	
The Anglo-Saxon kingdoms in England united under which king to defeat the Vikings?	Cnut	Ethelred the Unready	Edgar I	Alfred the Great	D	The Anglo-Saxon kingdoms in England united under King Alfred the Great, who defeated the Vikings.	../src/online/a_long_and_illustrious_history/early_britain/00.json	
Areas of what is now Scotland were never conquered by the Romans.	True	False			A	Areas of what is now Scotland were never conquered by the Romans, and the Emperor Hadrian built a wall in the north of England to keep out the Picts (ancestors of the Scottish people).	../src/online/a_long_and_illustrious_history/early_britain/02.json	
What were TWO of the main occupations of Iron Age people?	Hunter-gatherers	Farmers	Craft workers	Fishermen	B, C	Most people in the Iron Age were farmers, craft workers or warriors.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
What was inscribed on some Iron Age coins?	Dates	Values	Names of Iron Age kings	Names of Iron Age settlements	C	The people of the Iron Age had a sophisticated culture and economy. They made the first coins to be minted in Britain, some inscribed with the names of Iron Age kings. This marks the beginnings of British history.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
What can be seen at Housesteads and Vindolanda?	Roman forts	Iron Age burial mounds	Roman hot springs	Stone Age settlements	A	Areas of what is now Scotland were never conquered by the Romans, and the Emperor Hadrian built a wall in the north of England to keep out the Picts (ancestors of the Scottish people). Included in the wall were a number of forts. Parts of Hadrian's Wall, including the forts of Housesteads and Vindolanda, can still be seen.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Stonehenge is NOT a World Heritage Site.	True	False			B	Stonehenge is an ancient monument which still stands in what is now the English county of Wiltshire. Stonehenge is a World Heritage Site.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Which of the following, found in the Orkney Islands, is the best preserved prehistoric village in Northern Europe?	Snowdonia	The Giant's Causeway	Skara Brae	Sutton Hoo	C	Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe, and has helped archaeologists to understand more about how people lived near the end of the Stone Age.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
The first farmers probably came to Britain from where?	Norway	South-east Europe	North America	North-west Europe	B	The first farmers arrived in Britain 6,000 years ago. The ancestors of these first farmers probably came from south-east Europe.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Boudicca was a tribal leader who fought against which army?	Norman	Saxon	Viking	Roman	D	Boudicca was queen of the Iceni and fought against the Roman army.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Which of the following are associated with the Iron Age?	Hill forts	Giant's Causeway	The White Tower	Stained glass windows	A	The Bronze Age was followed by the Iron Age, when people learned how to make weapons and tools out of iron. People still lived in roundhouses, grouped together into larger settlements, and sometimes defended sites called hill forts.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Which of the following statements is correct?	Orkney is off the north coast of Scotland.	Orkney is off the west coast of Scotland.			A	Orkney is off the north coast of Scotland.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
What 'Age' came after the Bronze Age?	Iron Age	Steel Age	Stone Age	Middle Ages	A	The Bronze Age was followed by the Iron Age, when people learned how to make weapons and tools out of iron.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Which UNESCO World Heritage site includes the Roman forts of Housesteads and Vindolanda?	Snowdonia	The Trossachs National Park	Hadrian's Wall	The Giant's Causeway	C	Hadrian's Wall, including the forts of Housesteads and Vindolanda, is a UNESCO (United Nations Educational, Scientific and Cultural Organization) World Heritage Site.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
The people of the Iron Age lived in roundhouses, grouped together into larger settlements.	True	False			A	The Bronze Age was followed by the Iron Age, when people learned how to make weapons and tools out of iron. People still lived in roundhouses, grouped together into larger settlements, and sometimes defended sites called hill forts.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
During the Iron Age people spoke languages from the Celtic language family.	True	False			A	Most people in the Iron Age were farmers, craft workers or warriors. The language they spoke was part of the Celtic language family. Similar languages were spoken across Europe in the Iron Age, and related languages are still spoken today in some parts of Wales, Scotland and Ireland.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Where did the people of the Bronze Age bury their dead?	Wheelbarrows	Round barrows	Cathedrals	Hill forts	B	In the Bronze Age people lived in roundhouses and buried their dead in tombs called round barrows.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
In the Iron Age, people spoke Latin in Britain.	True	False			B	Iron Age people in Britain spoke a language that was part of the Celtic language family.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Boudicca was queen of the Iceni tribe. Where did they live?	North-west England	Scotland	South-west England	Eastern England	D	One of the tribal leaders who fought against the Romans was Boudicca, the queen of the Iceni who lived in what is now eastern England.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Hadrian's Wall is a UNESCO World Heritage Site.	True	False			A	The Emperor Hadrian built a wall in the north of England. Parts of Hadrian's Wall, including the forts of Housesteads and Vindolanda, can still be seen. It is a popular area for walkers and is a UNESCO (United Nations Educational, Scientific and Cultural Organization) World Heritage Site.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Stonehenge is a famous Stone Age site.	True	False			A	Stonehenge is a famous Stone Age site in the English county of Wiltshire. Stonehenge was probably a special gathering place for seasonal ceremonies.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Skara Brae is a prehistoric village found off the coast of which country? 	England	Scotland	France	Wales	B	Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe, and has helped archaeologists to understand more about how people lived near the end of the Stone Age.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
In 55 BC, Julius Caesar led a Roman invasion of Britain.	True	False			A	Julius Caesar led a Roman invasion of Britain in 55 BC.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
The people of the Bronze Age made beautiful objects in bronze and gold, including tools, ornaments and weapons.	True	False			A	The people of the Bronze Age were accomplished metalworkers who made many beautiful objects in bronze and gold, including tools, ornaments and weapons.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Stonehenge is in the English county of Wiltshire.	True	False			A	Stonehenge stands in what is now the English county of Wiltshire.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
Skara Brae is the best preserved example of what in northern Europe?	Iron Age fort	Crofter's cottage	Anglo-Saxon helmet	Prehistoric village	D	Skara Brae on Orkney, off the north coast of Scotland, is the best preserved prehistoric village in northern Europe, and has helped archaeologists to understand more about how people lived near the end of the Stone Age.	../src/online/a_long_and_illustrious_history/early_britain/02.json	
The Second World War was fought between the Allies and the Axis powers. Which of these countries was one of the Axis powers?	Belgium	France	The Empire of Japan	New Zealand	C	The Second World War was initially fought between the Axis powers (fascist Germany and Italy and the Empire of Japan) and the Allies.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
After his death in 1965 Winston Churchill was afforded which honour?	A state funeral	A tomb in Westminster Abbey	An annual national holiday was named after him	A burial at sea	A	Following his death in 1965, Winston Churchill was given a state funeral.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
In 1913, the British government promised 'Home Rule' for Ireland. What did this propose?	To make Ireland independent of the UK	To have a self-governing Ireland with its own parliament but still part of the UK	To give Ireland its own monarchy	To govern Ireland entirely from the UK Parliament	B	In 1913, the British government promised 'Home Rule' for Ireland. The proposal was to have a self-governing Ireland with its own parliament but still part of the UK.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
What is the 20th century conflict in Ireland between those wanting independence for the whole country and those wanting to remain loyal to the British government known as?	The Difficulties	The Troubles	The Chaos	The Crisis	B	The conflict between those wishing for full Irish independence and those wishing to remain loyal to the British government is often referred to as 'the Troubles'.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
The Battle of Britain was waged because Hitler needed to gain control of the skies before a planned invasion of the UK. Which TWO of the following were the most important aeroplanes used by the RAF in the battle?	Spitfire	Hurricane	Tornado	Mustang	A, B	'The Battle of Britain' was fought in the summer of 1940. The most important planes used by the Royal Air Force in the Battle of Britain were the Spitfire and the Hurricane -- which were designed and built in Britain.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
Which TWO of these careers did Winston Churchill follow before becoming a Conservative MP in 1900?	Teacher	Vicar	Journalist	Soldier	C, D	Churchill was the son of a politician and, before becoming a Conservative MP in 1900, was a soldier and journalist.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
When did Winston Churchill become Britain's Prime Minister?	1939	1940	1943	1944	B	In May 1940 Winston Churchill became Prime Minister.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
During the Second World War, there was a famous evacuation of 300,000 men from the beaches around the Crimea.	True	False			B	During the Second World War, Britain helped the Navy to rescue more than 300,000 men from the beaches around Dunkirk in France. The evacuation gave rise to the phrase 'the Dunkirk spirit'.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
During Hitler's bombing campaign against the UK, known as the Blitz, which of these TWO areas suffered a great deal of damage?	Coventry	Inverness	Falmouth	The East End of London	A, D	The German air force bombed London and other British cities at night-time in the Second World War. This was called the Blitz. Coventry was almost totally destroyed and a great deal of damage was done in other cities, especially in the East End of London.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
The BBC began the world's first regular television service in 1936.	True	False			A	The BBC started radio broadcasts in 1922 and began the world's first regular television service in 1936.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
Which of the following statements is correct?	In 1941, Hitler attempted what was the largest invasion in human history by attacking the Soviet Union. A long and bloody struggle led to huge losses on both sides and the eventual Soviet victory was a pivotal point in the war.	The invasion of the Soviet Union in 1941 was costly in terms of lives but had no real bearing on the wider war.			A	In 1941 Hitler attempted the largest invasion in history by attacking the Soviet Union. It was a fierce conflict, with huge losses on both sides. German forces were ultimately repelled by the Soviets, and the damage they sustained proved to be a pivotal point in the war.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
Which battle was Churchill referring to when he said, 'Never in the field of human conflict was so much owed by so many to so few'?	The Battle of Naseby	The Battle of Hastings	The Battle of Britain	The Battle of the Boyne	C	'Never in the field of human conflict was so much owed by so many to so few.' Churchill's speech to the House of Commons during the Battle of Britain, 1940.	../src/online/a_long_and_illustrious_history/the_20th_century/01.json	
Which of these countries did NOT fight on the side of the allies during the Second World War?	Italy	The Union of South Africa	Australia	France	A	The Second World War was initially fought between the Axis powers (fascist Germany and Italy and the Empire of Japan) and the Allies. The main countries on the allied side were the UK, France, Poland, Australia, New Zealand, Canada, and the Union of South Africa.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which incident is considered to be the main trigger for the outbreak of the First World War?	The Russian Revolution	The Agadir Crisis	The assassination of Archduke Franz Ferdinand of Austria	The sinking of USS Maine	C	 On 28 June 1914, Archduke Franz Ferdinand of Austria was assassinated. This set off a chain of events leading to the First World War (1914-18). 	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Where was the Battle of Britain fought?	In the air	At sea	On the borders of Scotland	Underground	A	The Battle of Britain was an aerial battle fought above Britain in 1940. Hitler wanted to invade Britain, but before sending in troops Germany needed to control the air. The British resisted with their fighter planes and eventually won.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
When was the Battle of Britain?	The summer of 1899	The summer of 1918	The summer of 1945	The summer of 1940	D	During the Second World War the Germans waged an air campaign against Britain, but the British resisted with their fighter planes and eventually won the crucial aerial battle, called 'the Battle of Britain', in the summer of 1940.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
In 1913, the British government promised 'Home Rule' for Ireland. Why was this postponed?	Brexit	The outbreak of the First World War	The outbreak of the Second World War	The Great Depression	B	In 1913, the British government promised 'Home Rule' for Ireland. The proposal was to have a self-governing Ireland with its own parliament but still part of the UK. The outbreak of the First World War led the British government to postpone any changes in Ireland.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
What is the name given to the aerial battle, fought in the summer of 1940, between Germany and Britain?	The Battle of Trafalgar	D-Day	The Battle of Britain	The Boer War	C	Germany waged an air campaign against Britain, but the British resisted with their fighter planes and eventually won the crucial aerial battle against the Germans, called 'the Battle of Britain', in the summer of 1940.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
The phrase 'the Dunkirk spirit' refers to which key episode of the Second World War?	The successful evacuation of around 300,000 men from France	The invasion of Italy by Allied forces	The British attack on the Somme	The bravery of the Poles throughout the war	A	As France fell, the British evacuated British and French soldiers from France in a huge naval operation. Although many lives and a lot of equipment were lost, the evacuation was a success and meant that Britain was better able to continue the fight against the Germans. The evacuation gave rise to the phrase 'the Dunkirk spirit'.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which of these reasons best explains why town planning laws were tightened in the early 20th century?	To protect the countryside	To stop skyscrapers being built	To allow for the building of new churches	To prevent the further development of slums	D	The early 20th century was a time of optimism in Britain. Various laws were passed to improve safety in the workplace, and town planning rules were tightened to prevent the further development of slums.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which German act of aggression in 1939 caused Britain and France to declare war on Germany?	The invasion of Spain	The invasion of Russia	The invasion of Italy	The invasion of Poland	D	The British government tried to avoid another war. However, when Hitler invaded Poland in 1939, Britain and France declared war in order to stop Germany's aggression.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which war began after Germany invaded Poland?	First World War	English Civil War	Second World War	Boer War	C	When Hitler invaded Poland in 1939, Britain and France declared war in order to stop his aggression.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
A 1921 peace treaty ended a guerrilla war against British troops in Ireland. What then happened in 1922?	The six Irish counties in the north remained part of the UK under the name Northern Ireland and the rest of Ireland became the Irish Free State	County Galway remained part of the UK and the rest of Ireland became the Irish Free State	Belfast and Dublin remained under British control and the rest of Ireland became known as the Irish Free State	Germany invaded France.	A	In 1916 there was an uprising (the Easter Rising) against the British in Dublin. The leaders of the uprising were executed under military law. A guerrilla war against the British army and the police in Ireland followed. In 1921 a peace treaty was signed and in 1922 Ireland became two countries. The six counties in the north which were mainly Protestant remained part of the UK under the name Northern Ireland. The rest of Ireland became the Irish Free State.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
What was the Blitz?	Britain's departure from the EU	A supersonic airliner	Nightly bombings of British cities during World War II	A nickname for the first jet engine	C	During World War II, the German air force bombed London and other British cities at night-time. This was called the Blitz. Coventry was almost totally destroyed and a great deal of damage was done in other cities, especially in the East End of London.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Winston Churchill was the British Prime Minister during the First World War.	True	False			B	Winston Churchill was the British Prime Minister from 1940-1945, during the Second World War.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which of the following statements is correct?	During the 1930s traditional heavy industries such as shipbuilding were badly affected but new industries -- including the automobile and aviation industries -- developed.	During the 1930s new industries such as the aviation and automobile industries were badly affected but traditional heavy industries such as shipbuilding thrived.			A	The effects of the depression of the 1930s were felt differently in different parts of the UK. The traditional heavy industries such as shipbuilding were badly affected but new industries -- including the automobile and aviation industries -- developed.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Churchill lost the post-war election but returned as Prime Minister in which year?	1951	1947	1946	1955	A	Churchill lost the General Election in 1945 but returned as Prime Minister in 1951.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
At what exact time and date in 1918 did the First World War officially end?	11.00 am on 11 November	10.00 am on 10 October	6.00 am on 6 June	8.00 am on 8 August	A	The First World War ended at 11.00 am on 11 November 1918 with victory for Britain and its allies.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which war started in 1914?	The Boer War	The Second World War	The First World War	The Crimean War	C	On 28 June 1914, Archduke Franz Ferdinand of Austria was assassinated. This set off a chain of events leading to the First World War (1914-18).	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which of the following statements is correct?	Many civilian volunteers helped the British Navy to rescue more than 300,000 men from the beaches around Dunkirk.	300,000 men were rescued from the beaches around Dunkirk solely by British Navy ships.			A	As France fell during the Second World War, the British decided to evacuate British and French soldiers in a huge naval operation. Many civilian volunteers in small pleasure and fishing boats from Britain helped the Navy to rescue more than 300,000 men from the beaches around Dunkirk. The evacuation gave rise to the phrase 'the Dunkirk spirit'.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
In which part of the UK was pioneering doctor Alexander Fleming born in 1881?	Wales	Scotland	East Anglia	Cornwall	B	Born in Scotland, Alexander Fleming moved to London as a teenager and later qualified as a doctor.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
In 2002, Winston Churchill was voted what?	The century's greatest ever Prime Minister	The country's greatest ever orator	The greatest Briton of all time	Britain's greatest ever MP	C	Churchill remains a much-admired figure to this day, and in 2002 was voted the greatest Briton of all time by the public.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which of the following is a type of plane famously used in the Battle of Britain?	Armada	Blitz	Spitfire	Concorde	C	During the Second World War, the British won the crucial aerial battle against the Germans, called 'the Battle of Britain', in the summer of 1940. The most important planes used by the Royal Air Force in the Battle of Britain were the Spitfire and the Hurricane -- which were designed and built in Britain.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which famous leader said the following: 'We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender.'	Admiral Nelson	Winston Churchill	Clement Attlee	Oliver Cromwell	B	'We shall fight on the beaches, we shall fight on the landing grounds, we shall fight in the fields and in the streets, we shall fight in the hills; we shall never surrender' Churchill's speech to the House of Commons after Dunkirk, 1940.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Britain was also at war with the Japanese, who defeated the British Army in Singapore before occupying Burma, threatening which country?	The Channel Islands	Canada	India	Australia	C	At the same time as defending Britain, the British military was fighting the Axis powers on many other fronts. In Singapore, the Japanese defeated the British and then occupied Burma, threatening India.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Allied forces gradually gained the upper hand in the Second World War, after significant victories in Italy and which region?	South Africa	East Africa	West Africa	North Africa	D	The allied forces gradually gained the upper hand in the Second World War after 1941, winning significant victories in North Africa and Italy.	../src/online/a_long_and_illustrious_history/the_20th_century/00.json	
Which TWO of the following were members of the Royal Society?	John Middleton	Samuel Pepys	Sir Edmund Halley	Sir Isaac Newton	C, D	Charles II was interested in science. During his reign, the Royal Society was formed to promote 'natural knowledge'. This is the oldest surviving scientific society in the world. Amongst its early members were Sir Edmund Halley, who successfully predicted the return of the comet now called Halley's Comet, and Sir Isaac Newton.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	During the reign of Elizabeth I everyone had to attend their local church but the queen did not ask what people's real beliefs were.	During the reign of Elizabeth I people did not have to attend their local church and there were no restrictions on the types of service held.			A	Queen Elizabeth I was a Protestant. She re-established the Church of England as the official Church in England. Everyone had to attend their local church and there were laws about the type of religious services and the prayers which could be said, but Elizabeth did not ask about people's real beliefs.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which cathedral in London was destroyed by fire in 1666 and redesigned and rebuilt by architect Sir Christopher Wren?	Westminster	St Augustine's	St Bartholomew's	St Paul's	D	During Charles II's reign, in 1666, a great fire destroyed much of the city, including many churches and St Paul's Cathedral. London was rebuilt with a new St Paul's, which was designed by a famous architect, Sir Christopher Wren.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Where did Charles II go after his army was defeated by Oliver Cromwell at the Battle of Worcester?	He disappeared and was never seen again	He fled to Europe	He fled to Ireland	He was imprisoned in the Tower of London	B	The Scots had not agreed to the execution of Charles I and declared his son Charles II to be king. He was crowned king of Scotland and led a Scottish army into England. Cromwell defeated this army in the Battles of Dunbar and Worcester. Charles II escaped from Worcester, famously hiding in an oak tree on one occasion, and eventually fled to Europe.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Who was James II's eldest daughter, Mary, married to?	William of Orange	The Duke of York	The French Dauphin	She never married	A	James II's elder daughter, Mary, was married to her cousin William of Orange, the Protestant ruler of the Netherlands.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Jane Seymour gave birth to the son Henry VIII wanted. What was his name?	Henry	Edmund	Edward	Richard	C	Henry VIII married Jane Seymour after Anne Boleyn's execution. She gave Henry the son he wanted, Edward, but she died shortly after the birth.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	The marriage between Henry VIII and Anne of Cleves ended in divorce.	The marriage between Henry VIII and Anne of Cleves ended with her execution.			A	Anne of Cleves was a German princess. Henry VIII married her for political reasons but divorced her soon after.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	Oliver Cromwell became king of England after Parliament won the Civil War.	After Parliament won the Civil War, England became a republic and Oliver Cromwell was named Lord Protector.			B	At the end of the Civil War, after his campaign in Ireland and victory over Charles II at Worcester, Cromwell was recognised as the leader of the new republic. He was given the title of Lord Protector and ruled until his death in 1658.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Why did Parliament look to restore Charles II to the throne in 1660?	There was no clear leader after the death of Oliver Cromwell	They believed in the Divine Right of Kings	They wanted a Catholic king	He wanted to give women the vote	A	Although Britain had been a republic for 11 years, without Oliver Cromwell there was no clear leader or system of government. Many people in the country wanted stability. People began to talk about the need for a king.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Who was Henry VIII's fifth wife and was executed after being accused of taking lovers?	Jane Seymour	Mary Stuart	Elizabeth of York	Catherine Howard	D	Catherine Howard was a cousin of Anne Boleyn and Henry VIII's fifth wife. She was accused of taking lovers and executed.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
People in England feared that James II wanted to make England a Catholic country again.	True	False			A	People in England worried that James II wanted to make England a Catholic country once more.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
For 11 years, Charles I found ways to raise money without the approval of Parliament. Why did he eventually recall Parliament?	Because of trouble in Wales	Because of trouble in France	Because of trouble in Ireland	Because of trouble in Scotland	D	When Charles I inherited the thrones of England, Wales, Ireland and Scotland, he tried to rule in line with the Divine Right of Kings. When he could not get Parliament to agree with his religious and foreign policies, he tried to rule without Parliament at all. For 11 years, he found ways in which to raise money without Parliament's approval but eventually trouble in Scotland meant that he had to recall Parliament.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	After Elizabeth I died, James I inherited the throne.	After Elizabeth I died, Elizabeth II inherited the throne.			A	Elizabeth I never married and so had no children of her own to inherit her throne. When she died in 1603 her heir was her James VI of Scotland. He became King James I of England, Wales and Ireland but Scotland remained a separate country.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following did Sir Isaac Newton show applied to the whole universe in his most famous work Philosophiae Naturalis Principia Mathematica?	Music	Philosophy	Nature	Gravity	D	Born in Lincolnshire, eastern England, Isaac Newton first became interested in science when he studied at Cambridge University. He became an important figure in the field. His most famous published work was Philosophiae Naturalis Principia Mathematica ('Mathematical Principles of Natural Philosophy'), which showed how gravity applied to the whole universe.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	Sir Isaac Newton was a famous scientist.	Sir Isaac Newton was a famous composer.			A	Isaac Newton was a famous scientist who developed our understanding of gravity. Newton also discovered that white light is made up of the colours of the rainbow. Many of his discoveries are still important for modern science.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which ideas gradually gained strength in England, Scotland and Wales during the 16th century?	Religious	Protestant	Norman	Irish Catholic	B	Protestant ideas gradually gained strength in England, Wales and Scotland during the 16th century.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	The work of Shakespeare focused mainly on the lives of kings, queens and the nobility.	Shakespeare was one of the first to portray the lives of ordinary Englishmen and women.			B	Shakespeare was born in Stratford-upon-Avon, England. He was a playwright and actor and wrote many poems and plays. He dramatised significant events from the past, but he did not focus solely on kings and queens. He was one of the first to portray ordinary Englishmen and women.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Following the defeat of James II at the Battle of the Boyne, Irish Catholics were unable to take part in government.	True	False			A	William III defeated James II at the Battle of the Boyne in Ireland in 1690, an event which is still celebrated by some in Northern Ireland today. William re-conquered Ireland and James fled back to France. Many restrictions were placed on the Roman Catholic Church in Ireland and Irish Catholics were unable to take part in the government.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Protestantism gained strength in Ireland without resistance during the 16th century.	True	False			B	In Ireland, attempts by the English to impose Protestantism in the 16th century (alongside efforts to introduce the English system of laws about the inheritance of land) led to rebellion from the Irish chieftains, and much brutal fighting followed.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Anne Boleyn was Henry VIII's fourth wife.	True	False			F	Anne Boleyn, cousin of Catherine Howard (Henry VIII's fifth wife), was Henry VIII's second wife.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
During the reign of Charles II, in 1665, there was a major outbreak of what?	Influenza	Tuberculosis	Plague	Smallpox	C	During Charles II's reign, in 1665, there was a major outbreak of plague in London.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which TWO of the following were wives of Henry VIII?	Elizabeth of York	Catherine Parr	Catherine Raleigh	Jane Seymour	B, D	The six wives of Henry VIII were Catherine of Aragon, Anne Boleyn, Jane Seymour, Anne of Cleves, Catherine Howard and Catherine Parr.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Which of the following statements is correct?	Elizabeth I was a popular monarch, particularly after the English defeat of the Spanish Armada.	Elizabeth I was an unpopular monarch because she caused religious instability.			A	Elizabeth I became one of the most popular monarchs in English history, particularly after 1588, when the English defeated the Spanish Armada (a large fleet of ships), which had been sent by Spain to conquer England and restore Catholicism.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Following the death of her father, how old was Mary Stuart when she became queen of Scotland?	When she was eleven	When she was a week old	When she was three weeks old	When she was a year old	B	The queen of Scotland, Mary Stuart (often now called 'Mary, Queen of Scots') was a Catholic. She was only a week old when her father died and she became queen.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/01.json	
Who became king after James II?	William III	Elizabeth I	Elizabeth II	Henry VIII	A	In 1688, important Protestants in England asked William of Orange to invade England and proclaim himself king. James II fled to France and William took over the throne, becoming William III in England, Wales and Ireland.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
King James I of England, Wales and Ireland was also monarch of which other country?	Denmark	Scotland	France	The Netherlands	B	Elizabeth I never married and so had no children of her own to inherit her throne. When she died in 1603 her heir was James VI of Scotland. He became King James I of England, Wales and Ireland.	../src/online/a_long_and_illustrious_history/tudors_and_stuarts/00.json	
